ZIP,STCOUNTYFP,CITY,STATE,COUNTYNAME,CLASSFP
30252,13247,Mcdonough,GA,Rockdale County,H1
30281,13247,Stockbridge,GA,Rockdale County,H1
31711,13249,Andersonville,GA,Schley County,H1
31806,13249,Ellaville,GA,Schley County,H1
31081,13249,Rupert,GA,Schley County,H1
31068,13249,Oglethorpe,GA,Schley County,H1
31719,13249,Americus,GA,Schley County,H1
31803,13249,Buena vista,GA,Schley County,H1
31058,13249,Mauk,GA,Schley County,H1
30424,13251,Dover,GA,Screven County,H1
30426,13251,Girard,GA,Screven County,H1
30442,13251,Millen,GA,Screven County,H1
30467,13251,Sylvania,GA,Screven County,H1
30455,13251,Rocky ford,GA,Screven County,H1
30446,13251,Newington,GA,Screven County,H1
30449,13251,Oliver,GA,Screven County,H1
39825,13253,Brinson,GA,Seminole County,H1
39859,13253,Iron city,GA,Seminole County,H1
39845,13253,Donalsonville,GA,Seminole County,H1
39861,13253,Jakin,GA,Seminole County,H1
30223,13255,Griffin,GA,Spalding County,H1
30266,13255,Orchard hill,GA,Spalding County,H1
30284,13255,Sunny side,GA,Spalding County,H1
30224,13255,Griffin,GA,Spalding County,H1
30212,13255,Experiment,GA,Spalding County,H1
30228,13255,Hampton,GA,Spalding County,H1
30292,13255,Williamson,GA,Spalding County,H1
30205,13255,Brooks,GA,Spalding County,H1
30248,13255,Locust grove,GA,Spalding County,H1
30598,13257,Toccoa falls,GA,Stephens County,H1
30557,13257,Martin,GA,Stephens County,H1
30538,13257,Eastanollee,GA,Stephens County,H1
30577,13257,Toccoa,GA,Stephens County,H1
39854,13259,Georgetown,GA,Stewart County,H1
31825,13259,Richland,GA,Stewart County,H1
31805,13259,Cusseta,GA,Stewart County,H1
39867,13259,Morris,GA,Stewart County,H1
31815,13259,Lumpkin,GA,Stewart County,H1
31821,13259,Omaha,GA,Stewart County,H1
31711,13261,Andersonville,GA,Sumter County,H1
31806,13261,Ellaville,GA,Sumter County,H1
31787,13261,Smithville,GA,Sumter County,H1
31735,13261,Cobb,GA,Sumter County,H1
31719,13261,Americus,GA,Sumter County,H1
31709,13261,Americus,GA,Sumter County,H1
31780,13261,Plains,GA,Sumter County,H1
31743,13261,De soto,GA,Sumter County,H1
31764,13261,Leslie,GA,Sumter County,H1
31801,13263,Box springs,GA,Talbot County,H1
31827,13263,Talbotton,GA,Talbot County,H1
31816,13263,Manchester,GA,Talbot County,H1
31826,13263,Shiloh,GA,Talbot County,H1
31836,13263,Woodland,GA,Talbot County,H1
31812,13263,Junction city,GA,Talbot County,H1
31810,13263,Geneva,GA,Talbot County,H1
31831,13263,Waverly hall,GA,Talbot County,H1
30673,13265,Washington,GA,Taliaferro County,H1
30678,13265,White plains,GA,Taliaferro County,H1
30664,13265,Sharon,GA,Taliaferro County,H1
30631,13265,Crawfordville,GA,Taliaferro County,H1
30660,13265,Rayle,GA,Taliaferro County,H1
30669,13265,Union point,GA,Taliaferro County,H1
30420,13267,Cobbtown,GA,Tattnall County,H1
30421,13267,Collins,GA,Tattnall County,H1
30436,13267,Lyons,GA,Tattnall County,H1
30453,13267,Reidsville,GA,Tattnall County,H1
30499,13267,Reidsville,GA,Tattnall County,H1
30417,13267,Claxton,GA,Tattnall County,H1
30427,13267,Glennville,GA,Tattnall County,H1
30438,13267,Manassas,GA,Tattnall County,H1
31076,13269,Reynolds,GA,Taylor County,H1
31081,13269,Rupert,GA,Taylor County,H1
31068,13269,Oglethorpe,GA,Taylor County,H1
31041,13269,Ideal,GA,Taylor County,H1
31006,13269,Butler,GA,Taylor County,H1
31058,13269,Mauk,GA,Taylor County,H1
31812,13269,Junction city,GA,Taylor County,H1
31039,13269,Howard,GA,Taylor County,H1
31037,13271,Mc rae helena,GA,Telfair County,H1
31055,13271,Mc rae helena,GA,Telfair County,H1
31060,13271,Milan,GA,Telfair County,H1
31549,13271,Lumber city,GA,Telfair County,H1
31083,13271,Scotland,GA,Telfair County,H1
31077,13271,Rhine,GA,Telfair County,H1
31544,13271,Jacksonville,GA,Telfair County,H1
31721,13273,Albany,GA,Terrell County,H1
39842,13273,Dawson,GA,Terrell County,H1
39862,13273,Leary,GA,Terrell County,H1
39826,13273,Bronwood,GA,Terrell County,H1
39886,13273,Shellman,GA,Terrell County,H1
39877,13273,Parrott,GA,Terrell County,H1
39885,13273,Sasser,GA,Terrell County,H1
31738,13275,Coolidge,GA,Thomas County,H1
31720,13275,Barwick,GA,Thomas County,H1
31779,13275,Pelham,GA,Thomas County,H1
31778,13275,Pavo,GA,Thomas County,H1
31773,13275,Ochlocknee,GA,Thomas County,H1
31792,13275,Thomasville,GA,Thomas County,H1
31757,13275,Thomasville,GA,Thomas County,H1
31765,13275,Meigs,GA,Thomas County,H1
39828,13275,Cairo,GA,Thomas County,H1
31799,13275,Thomasville,GA,Thomas County,H1
31626,13275,Boston,GA,Thomas County,H1
31733,13277,Chula,GA,Tift County,H1
31775,13277,Omega,GA,Tift County,H1
31793,13277,Tifton,GA,Tift County,H1
31714,13277,Ashburn,GA,Tift County,H1
31790,13277,Sycamore,GA,Tift County,H1
31637,13277,Lenox,GA,Tift County,H1
31795,13277,Ty ty,GA,Tift County,H1
31727,13277,Brookfield,GA,Tift County,H1
31749,13277,Enigma,GA,Tift County,H1
31794,13277,Tifton,GA,Tift County,H1
30436,13279,Lyons,GA,Toombs County,H1
30453,13279,Reidsville,GA,Toombs County,H1
30473,13279,Uvalda,GA,Toombs County,H1
30474,13279,Vidalia,GA,Toombs County,H1
30582,13281,Young harris,GA,Towns County,H1
30525,13281,Clayton,GA,Towns County,H1
30546,13281,Hiawassee,GA,Towns County,H1
30457,13283,Soperton,GA,Treutlen County,H1
31002,13283,Adrian,GA,Treutlen County,H1
30470,13283,Tarrytown,GA,Treutlen County,H1
30436,13283,Lyons,GA,Treutlen County,H1
30474,13283,Vidalia,GA,Treutlen County,H1
30241,13285,Lagrange,GA,Troup County,H1
30217,13285,Franklin,GA,Troup County,H1
30261,13285,Lagrange,GA,Troup County,H1
30230,13285,Hogansville,GA,Troup County,H1
31822,13285,Pine mountain,GA,Troup County,H1
30220,13285,Grantville,GA,Troup County,H1
30240,13285,Lagrange,GA,Troup County,H1
31833,13285,West point,GA,Troup County,H1
31714,13287,Ashburn,GA,Turner County,H1
31790,13287,Sycamore,GA,Turner County,H1
31789,13287,Sumner,GA,Turner County,H1
31712,13287,Arabi,GA,Turner County,H1
31783,13287,Rebecca,GA,Turner County,H1
31031,13289,Gordon,GA,Twiggs County,H1
31044,13289,Jeffersonville,GA,Twiggs County,H1
31014,13289,Cochran,GA,Twiggs County,H1
31017,13289,Danville,GA,Twiggs County,H1
31217,13289,Macon,GA,Twiggs County,H1
31020,13289,Dry branch,GA,Twiggs County,H1
30514,13291,Blairsville,GA,Union County,H1
30572,13291,Suches,GA,Union County,H1
30560,13291,Morganton,GA,Union County,H1
30512,13291,Blairsville,GA,Union County,H1
30582,13291,Young harris,GA,Union County,H1
30513,13291,Blue ridge,GA,Union County,H1
30546,13291,Hiawassee,GA,Union County,H1
31016,13293,Culloden,GA,Upson County,H1
31097,13293,Yatesville,GA,Upson County,H1
30204,13293,Barnesville,GA,Upson County,H1
30258,13293,Molena,GA,Upson County,H1
30285,13293,The rock,GA,Upson County,H1
30286,13293,Thomaston,GA,Upson County,H1
30256,13293,Meansville,GA,Upson County,H1
30752,13295,Trenton,GA,Walker County,H1
30725,13295,Flintstone,GA,Walker County,H1
30707,13295,Chickamauga,GA,Walker County,H1
30746,13295,Sugar valley,GA,Walker County,H1
30741,13295,Rossville,GA,Walker County,H1
30738,13295,Rising fawn,GA,Walker County,H1
30736,13295,Ringgold,GA,Walker County,H1
30742,13295,Fort oglethorpe,GA,Walker County,H1
30728,13295,La fayette,GA,Walker County,H1
30750,13295,Lookout mountain,GA,Walker County,H1
30739,13295,Rock spring,GA,Walker County,H1
30731,13295,Menlo,GA,Walker County,H1
30753,13295,Trion,GA,Walker County,H1
30747,13295,Summerville,GA,Walker County,H1
30740,13295,Rocky face,GA,Walker County,H1
30014,13297,Covington,GA,Walton County,H1
30620,13297,Bethlehem,GA,Walton County,H1
30018,13297,Jersey,GA,Walton County,H1
30012,13297,Conyers,GA,Walton County,H1
30650,13297,Madison,GA,Walton County,H1
30656,13297,Monroe,GA,Walton County,H1
30025,13297,Social circle,GA,Walton County,H1
30052,13297,Loganville,GA,Walton County,H1
30655,13297,Monroe,GA,Walton County,H1
30663,13297,Rutledge,GA,Walton County,H1
30054,13297,Oxford,GA,Walton County,H1
30641,13297,Good hope,GA,Walton County,H1
30019,13297,Dacula,GA,Walton County,H1
31552,13299,Millwood,GA,Ware County,H1
31502,13299,Waycross,GA,Ware County,H1
31624,13299,Axson,GA,Ware County,H1
31631,13299,Fargo,GA,Ware County,H1
31564,13299,Waresboro,GA,Ware County,H1
31554,13299,Nicholls,GA,Ware County,H1
31503,13299,Waycross,GA,Ware County,H1
31501,13299,Waycross,GA,Ware County,H1
31550,13299,Manor,GA,Ware County,H1
31510,13299,Alma,GA,Ware County,H1
30824,13301,Thomson,GA,Warren County,H1
30810,13301,Gibson,GA,Warren County,H1
31045,13301,Jewell,GA,Warren County,H1
30821,13301,Norwood,GA,Warren County,H1
30828,13301,Warrenton,GA,Warren County,H1
30823,13301,Stapleton,GA,Warren County,H1
30820,13301,Mitchell,GA,Warren County,H1
30807,13301,Camak,GA,Warren County,H1
30819,13301,Mesena,GA,Warren County,H1
31096,13303,Wrightsville,GA,Washington County,H1
31094,13303,Warthen,GA,Washington County,H1
31035,13303,Harrison,GA,Washington County,H1
31089,13303,Tennille,GA,Washington County,H1
31067,13303,Oconee,GA,Washington County,H1
31082,13303,Sandersville,GA,Washington County,H1
31018,13303,Davisboro,GA,Washington County,H1
30413,13303,Bartow,GA,Washington County,H1
30820,13303,Mitchell,GA,Washington County,H1
31087,13303,Sparta,GA,Washington County,H1
31543,13305,Hortense,GA,Wayne County,H1
31518,13305,Bristol,GA,Wayne County,H1
31560,13305,Screven,GA,Wayne County,H1
31599,13305,Jesup,GA,Wayne County,H1
31546,13305,Jesup,GA,Wayne County,H1
31545,13305,Jesup,GA,Wayne County,H1
31555,13305,Odum,GA,Wayne County,H1
31598,13305,Jesup,GA,Wayne County,H1
31825,13307,Richland,GA,Webster County,H1
31832,13307,Weston,GA,Webster County,H1
31780,13307,Plains,GA,Webster County,H1
31803,13307,Buena vista,GA,Webster County,H1
31824,13307,Preston,GA,Webster County,H1
39877,13307,Parrott,GA,Webster County,H1
30411,13309,Alamo,GA,Wheeler County,H1
31037,13309,Mc rae helena,GA,Wheeler County,H1
31549,13309,Lumber city,GA,Wheeler County,H1
30428,13309,Glenwood,GA,Wheeler County,H1
30527,13311,Clermont,GA,White County,H1
30564,13311,Murrayville,GA,White County,H1
30523,13311,Clarkesville,GA,White County,H1
30533,13311,Dahlonega,GA,White County,H1
30545,13311,Helen,GA,White County,H1
30571,13311,Sautee nacoochee,GA,White County,H1
30528,13311,Cleveland,GA,White County,H1
30554,13311,Lula,GA,White County,H1
30722,13313,Dalton,GA,Whitfield County,H1
30720,13313,Dalton,GA,Whitfield County,H1
30719,13313,Dalton,GA,Whitfield County,H1
30736,13313,Ringgold,GA,Whitfield County,H1
30710,13313,Cohutta,GA,Whitfield County,H1
30755,13313,Tunnel hill,GA,Whitfield County,H1
30756,13313,Varnell,GA,Whitfield County,H1
30735,13313,Resaca,GA,Whitfield County,H1
30721,13313,Dalton,GA,Whitfield County,H1
30740,13313,Rocky face,GA,Whitfield County,H1
31072,13315,Pitts,GA,Wilcox County,H1
31001,13315,Abbeville,GA,Wilcox County,H1
31092,13315,Vienna,GA,Wilcox County,H1
31015,13315,Cordele,GA,Wilcox County,H1
31071,13315,Pineview,GA,Wilcox County,H1
31079,13315,Rochelle,GA,Wilcox County,H1
31750,13315,Fitzgerald,GA,Wilcox County,H1
30817,13317,Lincolnton,GA,Wilkes County,H1
30668,13317,Tignall,GA,Wilkes County,H1
30673,13317,Washington,GA,Wilkes County,H1
30631,13317,Crawfordville,GA,Wilkes County,H1
30660,13317,Rayle,GA,Wilkes County,H1
31021,13319,Dublin,GA,Wilkinson County,H1
31031,13319,Gordon,GA,Wilkinson County,H1
31044,13319,Jeffersonville,GA,Wilkinson County,H1
31090,13319,Toomsboro,GA,Wilkinson County,H1
31017,13319,Danville,GA,Wilkinson County,H1
31061,13319,Milledgeville,GA,Wilkinson County,H1
31054,13319,Mc intyre,GA,Wilkinson County,H1
31003,13319,Allentown,GA,Wilkinson County,H1
31042,13319,Irwinton,GA,Wilkinson County,H1
31065,13319,Montrose,GA,Wilkinson County,H1
31791,13321,Sylvester,GA,Worth County,H1
31744,13321,Doerun,GA,Worth County,H1
31775,13321,Omega,GA,Worth County,H1
31772,13321,Oakfield,GA,Worth County,H1
31714,13321,Ashburn,GA,Worth County,H1
31768,13321,Moultrie,GA,Worth County,H1
31789,13321,Sumner,GA,Worth County,H1
31796,13321,Warwick,GA,Worth County,H1
31712,13321,Arabi,GA,Worth County,H1
31771,13321,Norman park,GA,Worth County,H1
31795,13321,Ty ty,GA,Worth County,H1
31705,13321,Albany,GA,Worth County,H1
31781,13321,Poulan,GA,Worth County,H1
96740,15001,Kailua kona,HI,Hawaii County,H1
96783,15001,Pepeekeo,HI,Hawaii County,H1
96739,15001,Keauhou,HI,Hawaii County,H1
96764,15001,Laupahoehoe,HI,Hawaii County,H1
96725,15001,Holualoa,HI,Hawaii County,H1
96718,15001,Hawaii national park,HI,Hawaii County,H1
96710,15001,Hakalau,HI,Hawaii County,H1
96773,15001,Ninole,HI,Hawaii County,H1
96743,15001,Kamuela,HI,Hawaii County,H1
96760,15001,Kurtistown,HI,Hawaii County,H1
96781,15001,Papaikou,HI,Hawaii County,H1
96738,15001,Waikoloa,HI,Hawaii County,H1
96771,15001,Mountain view,HI,Hawaii County,H1
96750,15001,Kealakekua,HI,Hawaii County,H1
96728,15001,Honomu,HI,Hawaii County,H1
96727,15001,Honokaa,HI,Hawaii County,H1
96721,15001,Hilo,HI,Hawaii County,H1
96755,15001,Kapaau,HI,Hawaii County,H1
96777,15001,Pahala,HI,Hawaii County,H1
96774,15001,Ookala,HI,Hawaii County,H1
96776,15001,Paauilo,HI,Hawaii County,H1
96780,15001,Papaaloa,HI,Hawaii County,H1
96745,15001,Kailua kona,HI,Hawaii County,H1
96772,15001,Naalehu,HI,Hawaii County,H1
96726,15001,Honaunau,HI,Hawaii County,H1
96704,15001,Captain cook,HI,Hawaii County,H1
96720,15001,Hilo,HI,Hawaii County,H1
96749,15001,Keaau,HI,Hawaii County,H1
96778,15001,Pahoa,HI,Hawaii County,H1
96719,15001,Hawi,HI,Hawaii County,H1
96737,15001,Ocean view,HI,Hawaii County,H1
96785,15001,Volcano,HI,Hawaii County,H1
96792,15003,Waianae,HI,Honolulu County,H1
96854,15003,Wheeler army airfield,HI,Honolulu County,H1
96709,15003,Kapolei,HI,Honolulu County,H1
96812,15003,Honolulu,HI,Honolulu County,H1
96730,15003,Kaaawa,HI,Honolulu County,H1
96857,15003,Schofield barracks,HI,Honolulu County,H1
96701,15003,Aiea,HI,Honolulu County,H1
96795,15003,Waimanalo,HI,Honolulu County,H1
96822,15003,Honolulu,HI,Honolulu County,H1
96860,15003,Jbphh,HI,Honolulu County,H1
96823,15003,Honolulu,HI,Honolulu County,H1
96802,15003,Honolulu,HI,Honolulu County,H1
96804,15003,Honolulu,HI,Honolulu County,H1
96806,15003,Honolulu,HI,Honolulu County,H1
96706,15003,Ewa beach,HI,Honolulu County,H1
96817,15003,Honolulu,HI,Honolulu County,H1
96839,15003,Honolulu,HI,Honolulu County,H1
96712,15003,Haleiwa,HI,Honolulu County,H1
96820,15003,Honolulu,HI,Honolulu County,H1
96824,15003,Honolulu,HI,Honolulu County,H1
96828,15003,Honolulu,HI,Honolulu County,H1
96848,15003,Honolulu,HI,Honolulu County,H1
96858,15003,Fort shafter,HI,Honolulu County,H1
96801,15003,Honolulu,HI,Honolulu County,H1
96811,15003,Honolulu,HI,Honolulu County,H1
96859,15003,Tripler army medical center,HI,Honolulu County,H1
96797,15003,Waipahu,HI,Honolulu County,H1
96782,15003,Pearl city,HI,Honolulu County,H1
96825,15003,Honolulu,HI,Honolulu County,H1
96853,15003,Jbphh,HI,Honolulu County,H1
96808,15003,Honolulu,HI,Honolulu County,H1
96810,15003,Honolulu,HI,Honolulu County,H1
96861,15003,Camp h m smith,HI,Honolulu County,H1
96898,15003,Wake island,HI,Honolulu County,H1
96734,15003,Kailua,HI,Honolulu County,H1
96826,15003,Honolulu,HI,Honolulu County,H1
96863,15003,Mcbh kaneohe bay,HI,Honolulu County,H1
96805,15003,Honolulu,HI,Honolulu County,H1
96707,15003,Kapolei,HI,Honolulu County,H1
96819,15003,Honolulu,HI,Honolulu County,H1
96821,15003,Honolulu,HI,Honolulu County,H1
96717,15003,Hauula,HI,Honolulu County,H1
96807,15003,Honolulu,HI,Honolulu County,H1
96850,15003,Honolulu,HI,Honolulu County,H1
96759,15003,Kunia,HI,Honolulu County,H1
96731,15003,Kahuku,HI,Honolulu County,H1
96814,15003,Honolulu,HI,Honolulu County,H1
96786,15003,Wahiawa,HI,Honolulu County,H1
96813,15003,Honolulu,HI,Honolulu County,H1
96830,15003,Honolulu,HI,Honolulu County,H1
96836,15003,Honolulu,HI,Honolulu County,H1
96837,15003,Honolulu,HI,Honolulu County,H1
96803,15003,Honolulu,HI,Honolulu County,H1
96809,15003,Honolulu,HI,Honolulu County,H1
96744,15003,Kaneohe,HI,Honolulu County,H1
96791,15003,Waialua,HI,Honolulu County,H1
96816,15003,Honolulu,HI,Honolulu County,H1
96789,15003,Mililani,HI,Honolulu County,H1
96815,15003,Honolulu,HI,Honolulu County,H1
96818,15003,Honolulu,HI,Honolulu County,H1
96762,15003,Laie,HI,Honolulu County,H1
96742,15005,Kalaupapa,HI,Kalawao County,H4
96754,15007,Kilauea,HI,Kauai County,H1
96703,15007,Anahola,HI,Kauai County,H1
96722,15007,Princeville,HI,Kauai County,H1
96716,15007,Hanapepe,HI,Kauai County,H1
96747,15007,Kaumakani,HI,Kauai County,H1
96746,15007,Kapaa,HI,Kauai County,H1
96751,15007,Kealia,HI,Kauai County,H1
96766,15007,Lihue,HI,Kauai County,H1
96715,15007,Hanamaulu,HI,Kauai County,H1
96705,15007,Eleele,HI,Kauai County,H1
96765,15007,Lawai,HI,Kauai County,H1
96741,15007,Kalaheo,HI,Kauai County,H1
96756,15007,Koloa,HI,Kauai County,H1
96714,15007,Hanalei,HI,Kauai County,H1
96769,15007,Makaweli,HI,Kauai County,H1
96796,15007,Waimea,HI,Kauai County,H1
96752,15007,Kekaha,HI,Kauai County,H1
96748,15009,Kaunakakai,HI,Maui County,H1
96732,15009,Kahului,HI,Maui County,H1
96729,15009,Hoolehua,HI,Maui County,H1
96763,15009,Lanai city,HI,Maui County,H1
96770,15009,Maunaloa,HI,Maui County,H1
96733,15009,Kahului,HI,Maui County,H1
96793,15009,Wailuku,HI,Maui County,H1
96768,15009,Makawao,HI,Maui County,H1
96788,15009,Pukalani,HI,Maui County,H1
96713,15009,Hana,HI,Maui County,H1
96708,15009,Haiku,HI,Maui County,H1
96753,15009,Kihei,HI,Maui County,H1
96767,15009,Lahaina,HI,Maui County,H1
96779,15009,Paia,HI,Maui County,H1
96761,15009,Lahaina,HI,Maui County,H1
96757,15009,Kualapuu,HI,Maui County,H1
96784,15009,Puunene,HI,Maui County,H1
96790,15009,Kula,HI,Maui County,H1
83642,16001,Meridian,ID,Ada County,H1
83705,16001,Boise,ID,Ada County,H1
83707,16001,Boise,ID,Ada County,H1
83729,16001,Boise,ID,Ada County,H1
83641,16001,Melba,ID,Ada County,H1
83669,16001,Star,ID,Ada County,H1
83704,16001,Boise,ID,Ada County,H1
83702,16001,Boise,ID,Ada County,H1
83687,16001,Nampa,ID,Ada County,H1
83724,16001,Boise,ID,Ada County,H1
83680,16001,Meridian,ID,Ada County,H1
83717,16001,Boise,ID,Ada County,H1
83720,16001,Boise,ID,Ada County,H1
83708,16001,Boise,ID,Ada County,H1
83712,16001,Boise,ID,Ada County,H1
83713,16001,Boise,ID,Ada County,H1
83715,16001,Boise,ID,Ada County,H1
83728,16001,Boise,ID,Ada County,H1
83719,16001,Boise,ID,Ada County,H1
83634,16001,Kuna,ID,Ada County,H1
83646,16001,Meridian,ID,Ada County,H1
83701,16001,Boise,ID,Ada County,H1
83709,16001,Boise,ID,Ada County,H1
83703,16001,Boise,ID,Ada County,H1
83714,16001,Garden city,ID,Ada County,H1
83711,16001,Boise,ID,Ada County,H1
83616,16001,Eagle,ID,Ada County,H1
83706,16001,Boise,ID,Ada County,H1
83716,16001,Boise,ID,Ada County,H1
83725,16001,Boise,ID,Ada County,H1
83735,16001,Boise,ID,Ada County,H1
83638,16003,Mccall,ID,Adams County,H1
83612,16003,Council,ID,Adams County,H1
83632,16003,Indian valley,ID,Adams County,H1
83547,16003,Pollock,ID,Adams County,H1
83643,16003,Mesa,ID,Adams County,H1
83654,16003,New meadows,ID,Adams County,H1
83205,16005,Pocatello,ID,Bannock County,H1
83214,16005,Arimo,ID,Bannock County,H1
83234,16005,Downey,ID,Bannock County,H1
83202,16005,Pocatello,ID,Bannock County,H1
83204,16005,Pocatello,ID,Bannock County,H1
83245,16005,Inkom,ID,Bannock County,H1
83281,16005,Swanlake,ID,Bannock County,H1
83201,16005,Pocatello,ID,Bannock County,H1
83246,16005,Lava hot springs,ID,Bannock County,H1
83209,16005,Pocatello,ID,Bannock County,H1
83250,16005,Mccammon,ID,Bannock County,H1
83206,16005,Pocatello,ID,Bannock County,H1
83238,16007,Geneva,ID,Bear Lake County,H1
83239,16007,Georgetown,ID,Bear Lake County,H1
83254,16007,Montpelier,ID,Bear Lake County,H1
83287,16007,Fish haven,ID,Bear Lake County,H1
83223,16007,Bloomington,ID,Bear Lake County,H1
83233,16007,Dingle,ID,Bear Lake County,H1
83261,16007,Paris,ID,Bear Lake County,H1
83272,16007,Saint charles,ID,Bear Lake County,H1
83220,16007,Bern,ID,Bear Lake County,H1
83276,16007,Soda springs,ID,Bear Lake County,H1
83830,16009,Fernwood,ID,Benewah County,H1
83870,16009,Tensed,ID,Benewah County,H1
83876,16009,Worley,ID,Benewah County,H1
83866,16009,Santa,ID,Benewah County,H1
83861,16009,Saint maries,ID,Benewah County,H1
83824,16009,Desmet,ID,Benewah County,H1
83851,16009,Plummer,ID,Benewah County,H1
83833,16009,Harrison,ID,Benewah County,H1
83236,16011,Firth,ID,Bingham County,H1
83202,16011,Pocatello,ID,Bingham County,H1
83274,16011,Shelley,ID,Bingham County,H1
83211,16011,American falls,ID,Bingham County,H1
83215,16011,Atomic city,ID,Bingham County,H1
83203,16011,Fort hall,ID,Bingham County,H1
83404,16011,Idaho falls,ID,Bingham County,H1
83210,16011,Aberdeen,ID,Bingham County,H1
83402,16011,Idaho falls,ID,Bingham County,H1
83277,16011,Springfield,ID,Bingham County,H1
83218,16011,Basalt,ID,Bingham County,H1
83221,16011,Blackfoot,ID,Bingham County,H1
83256,16011,Moreland,ID,Bingham County,H1
83262,16011,Pingree,ID,Bingham County,H1
83354,16013,Sun valley,ID,Blaine County,H1
83340,16013,Ketchum,ID,Blaine County,H1
83333,16013,Hailey,ID,Blaine County,H1
83313,16013,Bellevue,ID,Blaine County,H1
83348,16013,Picabo,ID,Blaine County,H1
83353,16013,Sun valley,ID,Blaine County,H1
83320,16013,Carey,ID,Blaine County,H1
83637,16015,Lowman,ID,Boise County,H1
83629,16015,Horseshoe bend,ID,Boise County,H1
83702,16015,Boise,ID,Boise County,H1
83631,16015,Idaho city,ID,Boise County,H1
83622,16015,Garden valley,ID,Boise County,H1
83666,16015,Placerville,ID,Boise County,H1
83670,16015,Sweet,ID,Boise County,H1
83716,16015,Boise,ID,Boise County,H1
83602,16015,Banks,ID,Boise County,H1
83822,16017,Oldtown,ID,Bonner County,H1
83804,16017,Blanchard,ID,Bonner County,H1
83813,16017,Cocolalla,ID,Bonner County,H1
83860,16017,Sagle,ID,Bonner County,H1
83864,16017,Sandpoint,ID,Bonner County,H1
83856,16017,Priest river,ID,Bonner County,H1
83825,16017,Dover,ID,Bonner County,H1
83811,16017,Clark fork,ID,Bonner County,H1
83803,16017,Bayview,ID,Bonner County,H1
83852,16017,Ponderay,ID,Bonner County,H1
83836,16017,Hope,ID,Bonner County,H1
83821,16017,Coolin,ID,Bonner County,H1
83848,16017,Nordman,ID,Bonner County,H1
83869,16017,Spirit lake,ID,Bonner County,H1
83801,16017,Athol,ID,Bonner County,H1
83840,16017,Kootenai,ID,Bonner County,H1
83865,16017,Colburn,ID,Bonner County,H1
83809,16017,Careywood,ID,Bonner County,H1
83841,16017,Laclede,ID,Bonner County,H1
83442,16019,Rigby,ID,Bonneville County,H1
83443,16019,Ririe,ID,Bonneville County,H1
83454,16019,Ucon,ID,Bonneville County,H1
83274,16019,Shelley,ID,Bonneville County,H1
83406,16019,Idaho falls,ID,Bonneville County,H1
83404,16019,Idaho falls,ID,Bonneville County,H1
83444,16019,Roberts,ID,Bonneville County,H1
83403,16019,Idaho falls,ID,Bonneville County,H1
83428,16019,Irwin,ID,Bonneville County,H1
83285,16019,Wayan,ID,Bonneville County,H1
83401,16019,Idaho falls,ID,Bonneville County,H1
83402,16019,Idaho falls,ID,Bonneville County,H1
83427,16019,Iona,ID,Bonneville County,H1
83405,16019,Idaho falls,ID,Bonneville County,H1
83449,16019,Swan valley,ID,Bonneville County,H1
83805,16021,Bonners ferry,ID,Boundary County,H1
83826,16021,Eastport,ID,Boundary County,H1
83845,16021,Moyie springs,ID,Boundary County,H1
83847,16021,Naples,ID,Boundary County,H1
83853,16021,Porthill,ID,Boundary County,H1
83244,16023,Howe,ID,Butte County,H1
83255,16023,Moore,ID,Butte County,H1
83213,16023,Arco,ID,Butte County,H1
83322,16025,Corral,ID,Camas County,H1
83327,16025,Fairfield,ID,Camas County,H1
83686,16027,Nampa,ID,Canyon County,H1
83651,16027,Nampa,ID,Canyon County,H1
83641,16027,Melba,ID,Canyon County,H1
83669,16027,Star,ID,Canyon County,H1
83660,16027,Parma,ID,Canyon County,H1
83676,16027,Wilder,ID,Canyon County,H1
83656,16027,Notus,ID,Canyon County,H1
83687,16027,Nampa,ID,Canyon County,H1
83644,16027,Middleton,ID,Canyon County,H1
83634,16027,Kuna,ID,Canyon County,H1
83607,16027,Caldwell,ID,Canyon County,H1
83605,16027,Caldwell,ID,Canyon County,H1
83630,16027,Huston,ID,Canyon County,H1
83626,16027,Greenleaf,ID,Canyon County,H1
83653,16027,Nampa,ID,Canyon County,H1
83606,16027,Caldwell,ID,Canyon County,H1
83217,16029,Bancroft,ID,Caribou County,H1
83285,16029,Wayan,ID,Caribou County,H1
83241,16029,Grace,ID,Caribou County,H1
83276,16029,Soda springs,ID,Caribou County,H1
83318,16031,Burley,ID,Cassia County,H1
83211,16031,American falls,ID,Cassia County,H1
83346,16031,Oakley,ID,Cassia County,H1
83323,16031,Declo,ID,Cassia County,H1
83342,16031,Malta,ID,Cassia County,H1
83350,16031,Rupert,ID,Cassia County,H1
83344,16031,Murtaugh,ID,Cassia County,H1
83311,16031,Albion,ID,Cassia County,H1
83312,16031,Almo,ID,Cassia County,H1
83423,16033,Dubois,ID,Clark County,H1
83446,16033,Spencer,ID,Clark County,H1
83435,16033,Monteview,ID,Clark County,H1
83544,16035,Orofino,ID,Clearwater County,H1
83546,16035,Pierce,ID,Clearwater County,H1
83553,16035,Weippe,ID,Clearwater County,H1
83520,16035,Ahsahka,ID,Clearwater County,H1
83545,16035,Peck,ID,Clearwater County,H1
83827,16035,Elk river,ID,Clearwater County,H1
83541,16035,Lenore,ID,Clearwater County,H1
